# _tick,_time,step,total_loss,mean_episode_return,last_100_episode_returns,max_return_achieved,pg_loss,baseline_loss,entropy_loss,learning_rate
514,1693390294.8443441,1040416,1.3882649739583333,0.020833333333333332,0.019999999552965164,6.0 at step 800640,8.801554679870605,0.0,-7.413289705912272,0.00038981922899805887
515,1693390296.9262688,1042448,-8.678756713867188,0.0,0.009999999776482582,6.0 at step 800640,-1.6637997229894002,0.0,-7.014957110087077,0.00038981922899805887
516,1693390299.00688,1044480,-17.424627939860027,0.0,0.009999999776482582,6.0 at step 800640,-10.796512921651205,0.0,-6.628114700317383,0.00038981922899805887
517,1693390301.082447,1046512,0.6008459726969401,0.0,0.0,6.0 at step 800640,7.760982831319173,0.0,-7.160136858622233,0.00038981922899805887
518,1693390303.1402082,1048544,-20.629311243693035,0.0,0.0,6.0 at step 800640,-14.203107754389444,0.0,-6.42620325088501,0.0003896203807368063
519,1693390305.099649,1050576,-2.2617384592692056,0.0,0.0,6.0 at step 800640,2.9868224461873374,0.0,-5.248560905456543,0.0003896203807368063
520,1693390307.1266189,1052608,-17.031396230061848,0.041666666666666664,0.019999999552965164,6.0 at step 800640,-11.278803507486979,0.0,-5.75259272257487,0.0003896203807368063
521,1693390309.16082,1054640,12.984633763631185,0.0625,0.05000000074505806,6.0 at step 800640,19.744723717371624,0.0,-6.760090510050456,0.0003896203807368063
522,1693390311.069848,1056672,-5.544658660888672,0.020833333333333332,0.05999999865889549,6.0 at step 800640,3.1607487996419272,0.0,-8.705408096313477,0.0003896203807368063
523,1693390313.005363,1058704,-7.1993662516276045,0.020833333333333332,0.05999999865889549,6.0 at step 800640,0.7203750610351562,0.0,-7.919740994771321,0.0003894196609989487
524,1693390315.011612,1060736,13.867170651753744,0.020833333333333332,0.029999999329447746,6.0 at step 800640,20.643606185913086,0.0,-6.776435534159343,0.0003894196609989487
525,1693390316.9835148,1062768,29.679354349772137,0.0,0.019999999552965164,6.0 at step 800640,35.14660898844401,0.0,-5.4672549565633135,0.0003894196609989487
526,1693390318.9428742,1064800,-25.606971740722656,0.020833333333333332,0.019999999552965164,6.0 at step 800640,-18.35911814371745,0.0,-7.247853597005208,0.0003894196609989487
527,1693390320.836566,1066832,-9.171401659647623,0.020833333333333332,0.019999999552965164,6.0 at step 800640,-2.2428479194641113,0.0,-6.9285538991292315,0.0003894196609989487
528,1693390322.8016279,1068864,-9.382066408793131,0.125,0.07999999821186066,6.0 at step 800640,-1.434645652770996,0.0,-7.947420438130696,0.000389217071765509
529,1693390324.738344,1070896,33.65750503540039,0.10416666666666667,0.11999999731779099,6.0 at step 800640,39.74671427408854,0.0,-6.0892103513081866,0.000389217071765509
530,1693390326.680748,1072928,-0.08923594156901042,0.125,0.17000000178813934,6.0 at step 800640,6.358142217000325,0.0,-6.447377840677897,0.000389217071765509
531,1693390328.623289,1074960,-10.412284215291342,0.0,0.12999999523162842,6.0 at step 800640,-3.6375579833984375,0.0,-6.774726231892903,0.000389217071765509
532,1693390330.56607,1076992,8.433675607045492,0.0,0.07999999821186066,6.0 at step 800640,15.741075038909912,0.0,-7.3073991139729815,0.000389217071765509
533,1693390332.5161111,1079024,6.012925465901692,0.020833333333333332,0.009999999776482582,6.0 at step 800640,13.392035166422525,0.0,-7.3791093826293945,0.0003890126150359609
534,1693390334.4365382,1081056,-13.912466684977213,0.0,0.009999999776482582,6.0 at step 800640,-6.483100891113281,0.0,-7.429366747538249,0.0003890126150359609
535,1693390336.4725068,1083088,-1.2701444625854492,0.0,0.009999999776482582,6.0 at step 800640,6.022876739501953,0.0,-7.293021202087402,0.0003890126150359609
536,1693390338.3894699,1085120,-14.51236629486084,0.020833333333333332,0.009999999776482582,6.0 at step 800640,-6.644629160563151,0.0,-7.867737452189128,0.0003890126150359609
537,1693390340.347549,1087152,-12.119794209798178,0.0,0.009999999776482582,6.0 at step 800640,-4.780560811360677,0.0,-7.3392333984375,0.0003890126150359609
538,1693390342.265974,1089184,2.7764275868733725,0.0,0.009999999776482582,6.0 at step 800640,10.403584162394205,0.0,-7.627156575520833,0.0003888062928282099
539,1693390344.232445,1091216,4.471008936564128,0.041666666666666664,0.019999999552965164,6.0 at step 800640,10.203537940979004,0.0,-5.732529004414876,0.0003888062928282099
540,1693390346.162334,1093248,-12.721261342366537,0.0,0.019999999552965164,6.0 at step 800640,-5.57525650660197,0.0,-7.146004994710286,0.0003888062928282099
541,1693390348.1285,1095280,-16.53816858927409,0.041666666666666664,0.03999999910593033,6.0 at step 800640,-9.992911338806152,0.0,-6.545256932576497,0.0003888062928282099
542,1693390350.039501,1097312,-11.388408342997232,0.0,0.029999999329447746,6.0 at step 800640,-4.2022396723429365,0.0,-7.186168988545735,0.0003888062928282099
543,1693390352.009129,1099344,1.2352579434712727,0.020833333333333332,0.029999999329447746,6.0 at step 800640,5.961764017740886,0.0,-4.726506074269612,0.00038859810717857286
544,1693390353.9490979,1101376,13.487740516662598,0.0,0.009999999776482582,6.0 at step 800640,18.26841926574707,0.0,-4.780678431193034,0.00038859810717857286
545,1693390355.907731,1103408,-13.66004498799642,0.0,0.009999999776482582,6.0 at step 800640,-6.953414599100749,0.0,-6.70663054784139,0.00038859810717857286
546,1693390357.845592,1105440,-14.44176721572876,0.0,0.0,6.0 at step 800640,-8.017941157023111,0.0,-6.423826376597087,0.00038859810717857286
547,1693390359.7671092,1107472,-28.33808962504069,0.0,0.0,6.0 at step 800640,-21.68302297592163,0.0,-6.655066967010498,0.00038859810717857286
548,1693390361.70728,1109504,-16.495806217193604,0.041666666666666664,0.019999999552965164,6.0 at step 800640,-10.553508122762045,0.0,-5.942298412322998,0.00038838806014175804
549,1693390363.6515641,1111536,-17.86139424641927,0.0,0.019999999552965164,6.0 at step 800640,-11.733832995096842,0.0,-6.127560615539551,0.00038838806014175804
550,1693390365.5764391,1113568,-34.31614685058594,0.020833333333333332,0.029999999329447746,6.0 at step 800640,-28.391727447509766,0.0,-5.92441987991333,0.00038838806014175804
551,1693390367.504521,1115600,-12.895798365275065,0.020833333333333332,0.019999999552965164,6.0 at step 800640,-6.937134583791097,0.0,-5.958663622538249,0.00038838806014175804
552,1693390369.4309068,1117632,-10.706653436024984,0.020833333333333332,0.029999999329447746,6.0 at step 800640,-5.960817972819011,0.0,-4.745835463205974,0.00038838806014175804
553,1693390371.345165,1119664,-14.088812510172525,0.0,0.019999999552965164,6.0 at step 800640,-9.492446899414062,0.0,-4.596365451812744,0.000388176153790845
554,1693390373.297389,1121696,-6.067211469014485,0.0,0.009999999776482582,6.0 at step 800640,0.6856660842895508,0.0,-6.752877553304036,0.000388176153790845
555,1693390375.225431,1123728,-14.812445481618246,0.0,0.0,6.0 at step 800640,-10.87415599822998,0.0,-3.9382899602254233,0.000388176153790845
556,1693390377.171173,1125760,28.00070873896281,0.0,0.0,6.0 at step 800640,33.65851275126139,0.0,-5.6578043301900225,0.000388176153790845
557,1693390379.109764,1127792,-22.813106536865234,0.0,0.0,6.0 at step 800640,-15.554889996846518,0.0,-7.258216222127278,0.000388176153790845
558,1693390381.057156,1129824,-32.424092610677086,0.0,0.0,6.0 at step 800640,-25.5912348429362,0.0,-6.832858244578044,0.0003879623902172638
559,1693390382.969695,1131856,-9.690775871276855,0.041666666666666664,0.019999999552965164,6.0 at step 800640,-6.230955600738525,0.0,-3.459820508956909,0.0003879623902172638
560,1693390384.922663,1133888,-8.167668024698893,0.041666666666666664,0.03999999910593033,6.0 at step 800640,-2.976217269897461,0.0,-5.1914505163828535,0.0003879623902172638
